"period";"scenario";"Ass";"Rule";"Rec";"INN";"OER";"Fscan";"P5th_B1plus";"P10th_B1plus";"Median_B1plus";"P90th_B1plus";"P95th_B1plus";"Mean_B1plus";"Median_lastB1plus";"IAV1_B1plus";"IAV2_B1plus";"avg_P_B1plus_Blim";"avg_P_B1plus_Blow";"once_P_B1plus_Blim";"once_P_B1plus_Blow";"max_P_B1plus_Blim";"max_P_B1plus_Blow";"years_B1plus_under_Blim";"years_get_B1plus_up_Blim";"firstyear_B1plus_Blim";"years_B1plus_under_Blow";"years_get_B1plus_up_Blow";"firstyear_B1plus_Blow";"closure";"closure_once";"years_closure";"P5th_F";"Median_F";"P95th_F";"P5th_Catch";"Median_Catch";"P95th_Catch";"Mean_Catch";"StDev_Catch";"IAV1_Catch";"IAV2_Catch"
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.13";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.13;209864.897675631;226504.680503863;294515.237052076;380607.501272957;407559.766241195;299824.246378041;273129.392040725;32530.7686750776;0.981234572963598;0.7455;0.025;0.997;0.133;0.853;0.047;7.455;6.29883333333333;NA;0.25;0.231;2021;0;0;0;0.105270667309749;0.132910134279667;0.178085230093898;25497.9888625458;36524.9548045814;56970.075658132;38162.3546173649;8529.89844563018;5371.88442739066;0.975420943768585
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.14";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.14;204813.519971334;221596.974962702;289945.955095073;377132.0892828;403748.343549614;295433.776725675;267952.286086787;32871.4841223526;0.97941742718076;0.7629;0.0335;0.997;0.18;0.871;0.061;7.629;6.525;NA;0.335;0.299666666666667;2021;0;0;0;0.112960979798916;0.143283924817369;0.192327941013035;26696.145511603;38528.5773665676;60678.1468293805;40334.2329049837;9269.85650052048;5770.16311977179;0.97368087307987
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.15";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.15;199513.742411345;216699.392945935;285553.278831916;374373.143016535;401230.0416831;291146.820200188;263243.060494689;33202.9288813395;0.977611828051905;0.7809;0.0426;0.998;0.207;0.887;0.081;7.809;6.78983333333333;NA;0.426;0.393;2021;0;0;0;0.120713046109697;0.153690957720136;0.206818292232345;27778.0008764467;40428.9706508456;64311.5497533632;42419.7562369633;10021.0180701076;6166.24619122172;0.971959223451187
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.16";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.16;194307.17538395;211914.566896473;280936.389002081;371329.021938021;398203.67812333;286950.409313628;257746.736217553;33530.0185159415;0.975802217647081;0.797;0.0547;0.999;0.253;0.901;0.096;7.97;7.01575;NA;0.547;0.508;2021;0;0;0;0.12826329299603;0.164084382402411;0.221210009293678;28778.3172403638;42257.8443003082;67891.0706038843;44421.6174555406;10783.3042303936;6560.34269656844;0.970246994081146
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.17";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.17;189508.391847358;207254.222204322;276515.052912842;368962.537277764;395351.744455929;282830.673128952;252842.751531082;33850.0832136372;0.973967706281163;0.81;0.0675;0.999;0.294;0.92;0.116;8.1;7.21391666666667;NA;0.675;0.619;2021;0;0;0;0.13579973883979;0.174463590044214;0.235960792286397;29706.6765592895;43988.6511244048;71487.9719839927;46342.0754328791;11556.8874374888;6952.83680235626;0.968531786070903
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.18";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.18;184151.623855012;202091.904755766;272305.960609074;365660.77158379;392876.92574931;278776.320150701;247915.802287972;34154.731689028;0.972085238133386;0.8219;0.0815;1;0.342;0.93;0.143;8.219;7.34225;NA;0.815;0.732;2021;0;0;0;0.14330956487419;0.185001850409192;0.250778097452802;30521.5673542613;45644.215827814;75019.8118711374;48183.3272215679;12341.3301719123;7342.73707037615;0.966789735708205
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.19";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.19;178800.965836048;197311.971995671;268242.203094282;362852.968496705;391468.890453669;274774.919389894;243222.915621481;34446.9031679009;0.970147227876542;0.8314;0.0971;1;0.384;0.939;0.166;8.314;7.47875;NA;0.971;0.889;2021;0;0;0;0.15101075890607;0.195536096368618;0.265721430642164;31197.0976879153;47230.8863715326;78615.3535511644;49946.5743539851;13137.6899256049;7729.52747149524;0.965013743114224
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.2";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.2;173075.215196325;192367.609716236;264055.495891678;360106.48440884;389486.704440172;270819.480580213;238317.958786571;34728.5689524752;0.968161513427827;0.8403;0.1145;1;0.436;0.948;0.187;8.403;7.62258333333333;NA;1.145;1.05583333333333;2021;0;0;0;0.158700914782491;0.206225190322362;0.280744896586702;31794.3697042139;48740.9549819105;82195.4714535386;51633.1231396678;13946.3459463785;8114.40703088521;0.963195893477204
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.21";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.21;167683.756702932;186962.248750453;260083.100294345;357881.984147892;387280.098785291;266899.348082327;233673.309615243;34998.2147759225;0.96609935776637;0.8499;0.1335;1;0.483;0.955;0.225;8.499;7.777;NA;1.335;1.22133333333333;2021;0;0;0;0.1662884988738;0.216808178868231;0.296169942604544;32313.6946805774;50167.679868303;85570.6936746522;53244.3347895626;14767.3405567525;8496.81616702789;0.961320487696534
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.22";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.22;162277.488141304;181851.773409708;255799.907635881;355137.315436689;384936.131037823;263009.852829358;228283.525878777;35251.928440558;0.963956359957921;0.856;0.1538;1;0.542;0.961;0.247;8.56;7.86633333333333;NA;1.538;1.40083333333333;2021;0;0;0;0.173753262164901;0.227498376440694;0.31141899132214;32696.985237199;51518.2455009919;88991.9385798986;54781.4236999242;15600.2796607765;8874.88910547411;0.95938106849121
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.23";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.23;156295.078757568;176825.716580705;251672.340236158;353283.825718915;382806.726697611;259150.804445488;223739.163251914;35492.0726304515;0.961736913623686;0.8624;0.1769;1;0.594;0.967;0.282;8.624;7.95466666666667;NA;1.769;1.60366666666667;2021;0;0;0;0.181312660467676;0.238218391500571;0.327003052944332;32920.2920704433;52810.7896445264;92198.2413430405;56246.0970645718;16444.3165781942;9248.99470810073;0.95737707887754
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.24";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.24;150354.1840989;171471.133453629;247475.913002593;350988.891062052;380751.588842758;255299.849288267;218518.446153217;35716.5540589314;0.959401091364501;0.8686;0.201;1;0.638;0.973;0.317;8.686;8.0635;NA;2.01;1.78475;2021;0;0;0;0.189080667476738;0.249233511648518;0.342057031386375;33179.9887453773;53998.7736158936;95621.0396277443;57637.6757735323;17302.0164029092;9621.15433709182;0.955283727239261
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.25";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.25;144804.186388795;166362.383258101;243549.152304128;348593.480373651;379112.258021377;251458.15487026;214088.739668087;35928.6727191226;0.956941243620515;0.8739;0.2248;1;0.682;0.974;0.356;8.739;8.14866666666667;NA;2.248;1.99866666666667;2021;0;0;0;0.196392350310248;0.260287318989303;0.357748842709354;33372.5468406012;55131.0055439421;98750.5982927287;58958.1833893858;18173.4468972718;9990.04341349689;0.953100134382498
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.26";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.26;139283.780382552;160870.345592327;239421.949260535;347168.934849801;377999.626460734;247623.690180974;208827.23035837;36124.590614922;0.954347057516295;0.8793;0.25;1;0.727;0.977;0.398;8.793;8.24183333333333;NA;2.5;2.23483333333333;2021;0;0;0;0.203671218295321;0.271413328712533;0.374196441037495;33467.3106554906;56161.7027863934;101791.3792003;60208.4527712833;19057.0499172702;10354.8967627558;0.950812694971849
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.27";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.27;133281.429421048;155676.306396512;235427.36135652;345561.764979506;376557.710106662;243790.273269721;204304.275501341;36299.4112726903;0.951595482242275;0.8853;0.2767;1;0.752;0.98;0.446;8.853;8.32783333333333;NA;2.767;2.47883333333333;2021;0;0;0;0.2110984874767;0.282655263552494;0.390159243025441;33346.3894870966;57162.0991729848;104749.700311346;61388.8659694953;19952.431589277;10715.6490409049;0.948401569708778
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.28";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.28;127691.356469186;149797.549991275;231597.463701708;343542.77044768;375518.581948778;239956.418001313;199103.073736619;36461.7447664783;0.948693612705441;0.889;0.3015;1;0.788;0.981;0.477;8.89;8.38566666666667;NA;3.015;2.6925;2021;0;0;0;0.218868709441992;0.294028216051262;0.407754800524861;33241.0972704614;58058.8495784178;107539.678902003;62499.8956282566;20860.7827011154;11074.8440684191;0.945878407576878
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.29";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.29;122108.947637058;144247.150730316;227598.449359243;341452.634925706;374366.022784367;236126.262738976;193543.374038089;36614.9971938612;0.94563981744539;0.8921;0.3264;1;0.816;0.984;0.523;8.921;8.44816666666667;NA;3.264;2.90033333333333;2021;0;0;0;0.226743766662383;0.305456147723747;0.424228085026488;32949.7957832456;58951.8886316702;110625.354986244;63543.9153574958;21783.0358532398;11432.5262521966;0.943240461800345
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.3";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.3;116605.174924942;138627.798845348;223822.247367892;340054.054228406;373403.363607804;232292.732918389;188097.177527001;36759.7911793383;0.94241216254155;0.8958;0.3503;1;0.836;0.986;0.554;8.958;8.52633333333333;NA;3.503;3.09216666666667;2021;0;0;0;0.23417308882028;0.317308148511696;0.442129589166617;32531.0181586894;59808.9304976612;113662.704286678;64521.4604424297;22720.024976446;11787.333851335;0.940476859784792
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.31";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.31;111183.992097024;132905.004448702;220261.889229993;338675.286849294;372191.714471478;228470.329058298;182172.657754464;36895.2650210563;0.939011613630189;0.8979;0.3736;1;0.857;0.987;0.589;8.979;8.56783333333333;NA;3.736;3.31691666666667;2021;0;0;0;0.241880426521773;0.329483401023693;0.46083795899994;32220.5407895893;60586.2009038057;116572.911949888;65435.9654793646;23668.48152519;12140.5817937721;0.937590676493967
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.32";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.32;105387.052501247;127266.429829617;216375.270670628;336934.116923362;371328.238474414;224656.896005552;176311.578902681;37023.9546278165;0.935433580135387;0.901;0.3981;1;0.874;0.99;0.628;9.01;8.63866666666667;NA;3.981;3.54566666666667;2021;0;0;0;0.249987055266306;0.341789140343979;0.479005441908995;31719.9390152061;61219.1726728688;119619.209929444;66288.0331623341;24627.7356385401;12491.0606016374;0.934572197549303
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.33";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.33;100138.342184428;121751.358343621;212496.628676227;335353.502443155;370625.433603273;220863.781262467;170572.903015117;37144.310706139;0.931675607237456;0.9041;0.4204;1;0.888;0.992;0.659;9.041;8.7015;NA;4.204;3.77033333333333;2021;0;0;0;0.257889671036521;0.354289103871511;0.498168308897344;31117.9444479131;61808.2656407219;122460.415833552;67081.114021311;25595.8123494129;12839.1081259039;0.931418632749379
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.34";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.34;94626.7237812857;115851.132777622;208331.009952343;333193.412541182;369728.39435264;217086.120337121;164874.743121738;37262.9631915822;0.927736191828371;0.9062;0.4422;1;0.909;0.993;0.68;9.062;8.7345;NA;4.422;3.97283333333333;2021;0;0;0;0.265528251211663;0.367281575029464;0.518100010086829;30605.0589778524;62386.8258793827;125048.295535447;67815.4612000908;26575.56035314;13185.8976970148;0.928138044778115
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.35";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.35;89844.3821492688;110555.909584669;204494.36112098;331571.609577393;368242.968612296;213342.574695278;158656.120531037;37374.167410348;0.923615310438657;0.9081;0.4595;1;0.924;0.994;0.697;9.081;8.76266666666667;NA;4.595;4.137;2021;0;0;0;0.273423495320669;0.380009211543185;0.540248496426585;29926.3997999478;62893.6676200001;127892.998740611;68495.5758420213;27559.2255503143;13529.0265435417;0.924736917064957
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.36";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.36;85074.9050884248;105442.222780594;200485.958675595;330647.7324985;367591.271163798;209634.58542418;152140.219664896;37480.3278563661;0.919325071208629;0.9107;0.4791;1;0.932;0.997;0.721;9.107;8.82183333333333;NA;4.791;4.342;2021;0;0;0;0.281665525531167;0.393429639837372;0.561938058640099;29185.7443716368;63367.4948531272;130478.842580216;69123.7033221432;28549.2984394676;13870.5386500748;0.921222499182714
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.37";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.37;79813.8430774982;100641.719994337;196722.781190102;329370.594174149;367200.33129393;205963.86540615;145644.444056796;37582.051136185;0.914854826801203;0.9133;0.4985;1;0.944;0.997;0.748;9.133;8.86816666666667;NA;4.985;4.5325;2021;0;0;0;0.289498552285382;0.407060576798753;0.585808314885285;28495.8093820725;63767.4553250911;133348.027659543;69701.6167993131;29545.8464181533;14211.7669708818;0.917591213438944
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.38";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.38;74932.6601018065;95866.3299096387;192728.059208892;328260.117610374;366800.630625088;202341.112474331;139135.730394823;37685.4504342548;0.910216708802237;0.914;0.5157;1;0.95;0.998;0.774;9.14;8.883;NA;5.157;4.69233333333333;2021;0;0;0;0.297957402148698;0.420491224753619;0.61136864051849;27739.615403588;64064.0666648817;136083.008131062;70232.4055533663;30546.933495159;14553.751524924;0.913860989829744
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.39";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.39;70394.258838828;90700.5567778449;189173.451412893;327076.116713413;365550.213812844;198769.847807087;132729.048877283;37786.4917790571;0.905416019833982;0.916;0.5352;1;0.96;1;0.803;9.16;8.934;NA;5.352;4.8605;2021;0;0;0;0.305855089263662;0.434694645868794;0.638045341708883;27078.0241182178;64347.9167359759;138781.491427114;70716.5937008039;31547.4667323037;14891.8602058338;0.910020456876882
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.4";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.4;66166.0954620702;86315.6247719322;185525.390562311;325618.288767212;364273.532987588;195240.004466362;124809.353056304;37882.0224102209;0.900415862238318;0.9174;0.553;1;0.976;1;0.822;9.174;8.95083333333333;NA;5.53;5.0455;2021;0;0;0;0.314582057690536;0.449094544759372;0.667999825098068;26206.7941831783;64597.187491784;141232.644194052;71154.9628544842;32550.3334128388;15225.3074608549;0.906048343033925
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.41";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.41;61738.1699559685;81333.4107832242;180976.537855586;324042.668156951;363727.26847329;191756.068662099;117701.030132415;37984.5647793226;0.895223409272638;0.9188;0.5694;1;0.981;1;0.839;9.188;8.97533333333333;NA;5.694;5.21216666666667;2021;0;0;0;0.323097625916317;0.46354783956176;0.700542376208988;25386.3982861126;64732.8108425497;143718.005819716;71549.5804979882;33557.0298331104;15560.2605561362;0.901955720926934
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.42";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.42;57449.3363711756;76765.9792777377;176654.928807235;323195.953194985;362970.26807257;188331.684866597;111413.378680507;38091.0183203204;0.889841579378695;0.9202;0.5839;1;0.985;1;0.851;9.202;9.00083333333333;NA;5.839;5.37433333333333;2021;0;0;0;0.330293773242848;0.47875057665417;0.737558093143161;24439.8702953184;64921.4910813458;146341.642641346;71904.9494605116;34562.1935643592;15895.6263592881;0.897751330469058
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.43";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.43;53159.408655467;72478.6604031896;173022.188490647;321912.530870045;362404.290437237;184962.214895001;105076.76580787;38195.6683992378;0.884262226923486;0.9212;0.5994;1;0.987;1;0.87;9.212;9.02283333333333;NA;5.994;5.5185;2021;0;0;0;0.339253032309997;0.494404645362377;0.77449314936332;23591.291136424;65107.0766254566;148681.187719958;72220.2222757585;35563.9942492632;16231.3881572255;0.893422061130793
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.44";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.44;49406.9030460051;67966.3799305015;168880.510919361;321301.154588543;361877.965151418;181628.056202573;99141.3341325327;38296.7111767315;0.878467316960226;0.9224;0.6137;1;0.99;1;0.882;9.224;9.05483333333333;NA;6.137;5.648;2021;0;0;0;0.34743085491773;0.510593523450938;0.81763646588044;22719.5251057908;65155.6828340526;151189.115003675;72494.3289832704;36570.9338383251;16565.141483543;0.888950089385618
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.45";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.45;45260.9218613109;63808.1383652074;165161.669485905;320252.241654256;361075.035504455;178346.087095249;92895.9641432347;38396.465144267;0.872479761920763;0.9234;0.6256;1;0.991;1;0.899;9.234;9.08033333333333;NA;6.256;5.77466666666667;2021;0;0;0;0.356478606596983;0.526703486163174;0.864191200460346;21868.7636013541;65063.5433322103;153666.189805214;72731.4496669168;37581.1087736372;16902.0385840596;0.884320592802757
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.46";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.46;41607.2247044775;59973.3419882498;161177.358492094;319235.377327844;360753.980951502;175123.594189248;87596.8025477114;38496.2402914491;0.866331178003121;0.9239;0.6377;1;0.993;1;0.91;9.239;9.09383333333333;NA;6.377;5.90216666666667;2021;0;0;0;0.364894527206027;0.54390751222683;0.914341319254264;20791.2973051001;64993.9951873469;155306.73586318;72933.0259481617;38590.8030291315;17242.4326313211;0.879555876326155
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.47";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.47;38455.0118762356;55873.5237718631;157398.096334859;318496.380717459;360375.614469465;171960.207636289;82176.2311250635;38598.0843102816;0.860043491182575;0.9251;0.6498;1;0.994;1;0.919;9.251;9.11866666666667;NA;6.498;6.02733333333333;2021;0;0;0;0.372791674878755;0.561738382632545;0.965955245254926;19821.3559539811;65013.4897595518;157621.558238725;73099.9484042879;39604.159896628;17585.2826729643;0.874652942895055
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.48";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.48;35480.8161371311;52174.7081587909;153508.773909388;317327.420383974;359880.368495295;168870.875632202;76067.1039808898;38697.9406264347;0.853692920956668;0.926;0.6611;1;0.995;1;0.93;9.26;9.13166666666667;NA;6.611;6.14633333333333;2021;0;0;0;0.381861897668512;0.580275625820855;1.01858850400717;18820.6287809946;64906.5756699966;160005.439882084;73234.2373694316;40613.3803014049;17925.8605230792;0.869649489794111
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.49";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.49;32477.5037370538;48696.2990814922;149937.49590439;316144.928100074;359566.071810611;165860.260711594;70738.9732843042;38798.0815235139;0.847301157953304;0.9269;0.6706;1;0.995;1;0.937;9.269;9.1575;NA;6.706;6.251;2021;0;0;0;0.39025779350797;0.599386181138955;1.06754291412745;17836.5368604137;64749.1326349173;162296.636889623;73340.0851349196;41616.144357366;18262.1577975836;0.8646105942034
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.5";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.5;29690.019469299;45317.7693173964;146357.167326198;315196.686770262;359043.816254066;162923.776662626;65839.4523367967;38896.1405169623;0.840890932998357;0.9277;0.6811;1;0.995;1;0.944;9.277;9.168;NA;6.811;6.36716666666667;2021;0;0;0;0.399622358645753;0.619333323335929;1.10864157469255;16755.1637316042;64654.0269521301;164765.615023;73416.1304286392;42617.0893490764;18598.49937882;0.859496178269785
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0;284244.450256726;300069.013597302;364428.590168899;450459.376298172;479538.285631805;370966.755753609;366475.785534293;28919.9518645145;1.00958391066547;0.3128;0;0.775;0;0.385;0;3.128;2.37783333333333;NA;0;0;2021;0.8184;1;8.184;0;0;0;0;1e-06;1e-06;8.824e-07;6.57753753315024e-08;2.31111111111112e-08;1
"short";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan1.5";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";1.5;7310.18322605071;10802.8079089881;56663.9969339131;278143.705728391;352514.506312989;98266.8917494495;10961.0736389427;40064.3838890307;0.704474699501578;0.938;0.8599;1;1;1;1;9.38;9.3625;NA;8.599;8.44383333333333;2021;0;0;0;0.985901353916878;1.20287406724077;1.37085478438044;5081.20146495829;39305.1159506785;250845.692767939;67962.7390617838;75546.3811155513;28550.6583268542;0.702918017319934
